Transaction_ID,Patient_ID,Start_Time,End_Time,Latency_Seconds,Status
230,CLOUD_LAT_XRD_20260219_180936_P000005,1771524597.845431039,1771524597.919832418,.074401379,SUCCESS
231,CLOUD_LAT_XRD_20260219_180936_P000001,1771524597.930847928,1771524598.003912456,.073064528,SUCCESS
232,CLOUD_LAT_XRD_20260219_180936_P000002,1771524598.015097374,1771524598.088907730,.073810356,SUCCESS
233,CLOUD_LAT_XRD_20260219_180936_P000003,1771524598.100114649,1771524598.173420286,.073305637,SUCCESS
234,CLOUD_LAT_XRD_20260219_180936_P000004,1771524598.184563503,1771524598.258736173,.074172670,SUCCESS
235,CLOUD_LAT_XRD_20260219_180936_P000005,1771524598.270026294,1771524598.341780774,.071754480,SUCCESS
236,CLOUD_LAT_XRD_20260219_180936_P000001,1771524598.353319104,1771524598.423846938,.070527834,SUCCESS
237,CLOUD_LAT_XRD_20260219_180936_P000002,1771524598.435516673,1771524598.507250351,.071733678,SUCCESS
238,CLOUD_LAT_XRD_20260219_180936_P000003,1771524598.518119058,1771524598.588376582,.070257524,SUCCESS
239,CLOUD_LAT_XRD_20260219_180936_P000004,1771524598.599390693,1771524598.673332754,.073942061,SUCCESS
240,CLOUD_LAT_XRD_20260219_180936_P000005,1771524598.684504671,1771524598.759202560,.074697889,SUCCESS
